Date,Borough,Outcome type_Formal action is not in the public interest,Outcome type_Investigation complete; no suspect identified,Outcome type_Local resolution,Outcome type_Offender given a caution,Outcome type_Offender given a drugs possession warning,Outcome type_Offender given penalty notice,Outcome type_Suspect charged,Outcome type_Suspect charged as part of another case,Outcome type_Unable to prosecute suspect,Total
2023-12-01,Mole Valley,0,1,0,0,0,0,0,0,0,1
2023-12-01,Neath Port Talbot,0,1,0,0,0,0,0,0,0,1
2023-12-01,Newark and Sherwood,0,1,0,0,0,0,0,0,0,1
2023-12-01,Newham,0,3109,107,24,0,29,151,0,0,3420
2023-12-01,North Hertfordshire,0,6,0,0,0,0,0,0,0,6
2023-12-01,North Northamptonshire,0,1,0,0,0,0,0,0,0,1
2023-12-01,North Tyneside,0,1,0,0,0,0,0,0,0,1
2023-12-01,Nottingham,0,2,0,0,0,0,0,0,0,2
2023-12-01,Nuneaton and Bedworth,0,4,0,0,0,0,0,0,0,4
2023-12-01,Oxford,0,1,0,0,0,0,0,0,0,1
2023-12-01,Peterborough,0,1,0,0,0,0,0,0,0,1
2023-12-01,Reading,0,1,0,0,0,0,0,0,0,1
2023-12-01,Redbridge,0,2002,37,5,0,10,108,0,0,2162
2023-12-01,Reigate and Banstead,0,9,0,0,0,0,0,0,0,9
2023-12-01,Richmond upon Thames,0,979,6,3,1,3,30,0,0,1022
2023-12-01,Salford,0,1,0,0,0,0,0,0,0,1
2023-12-01,Sevenoaks,0,3,0,0,0,0,1,0,0,4
2023-12-01,Slough,0,2,0,0,0,0,0,0,0,2
2023-12-01,South Cambridgeshire,0,1,0,0,0,0,0,0,0,1
2023-12-01,South Gloucestershire,0,1,0,0,0,0,0,0,0,1
2023-12-01,South Somerset,0,1,0,0,0,0,0,0,0,1
2023-12-01,Southampton,0,1,0,0,0,0,4,0,0,5
2023-12-01,Southend,0,2,0,0,0,0,0,0,0,2
2023-12-01,Southwark,0,3341,45,9,1,3,179,2,0,3580
2023-12-01,Spelthorne,0,12,0,0,1,0,0,0,0,13
2023-12-01,St Albans,0,2,0,0,0,0,0,0,0,2
2023-12-01,Stevenage,0,1,0,0,0,0,0,0,0,1
2023-12-01,Stoke,0,1,0,0,0,0,0,0,0,1
2023-12-01,Sunderland,0,1,0,0,0,0,0,0,0,1
2023-12-01,Sutton,0,943,16,12,0,2,69,0,0,1042
2023-12-01,Swale,0,0,0,0,0,0,1,0,0,1
2023-12-01,Swansea,0,1,0,0,0,0,0,0,0,1
2023-12-01,Tandridge,0,9,1,0,0,1,0,0,0,11
2023-12-01,Telford and Wrekin,0,2,0,0,0,0,0,0,0,2
2023-12-01,Tendring,0,2,0,0,0,0,0,0,0,2
2023-12-01,Three Rivers,0,2,0,0,0,0,0,0,0,2
2023-12-01,Thurrock,0,8,0,0,0,0,0,0,0,8
2023-12-01,Tower Hamlets,1,2987,36,14,3,17,140,0,0,3198
2023-12-01,Uttlesford,0,6,0,0,0,0,0,0,0,6
2023-12-01,Waltham Forest,2,1974,40,14,1,17,68,0,0,2116
2023-12-01,Wandsworth,0,2261,24,12,0,2,105,0,0,2404
2023-12-01,Warrington,0,1,0,0,0,0,0,0,0,1
2023-12-01,Watford,0,2,0,0,0,0,0,0,0,2
2023-12-01,Welwyn Hatfield,0,1,0,0,0,0,0,0,0,1
2023-12-01,West Northamptonshire,0,3,0,0,0,0,0,0,0,3
2023-12-01,Westminster,0,9714,171,26,0,27,266,0,0,10204
2023-12-01,Wiltshire,0,1,0,0,0,0,0,0,0,1
2023-12-01,Windsor and Maidenhead,0,4,0,0,0,0,0,0,0,4
2023-12-01,Wolverhampton,0,4,0,0,0,0,0,0,0,4
2024-01-01,Ashford,0,1,0,0,0,0,0,0,0,1
2024-01-01,Barking and Dagenham,1,1754,65,13,0,13,77,0,0,1923
2024-01-01,Barnet,0,2773,25,7,0,7,115,2,0,2929
2024-01-01,Basildon,0,3,0,0,0,0,0,0,0,3
2024-01-01,Basingstoke and Deane,0,1,0,0,0,0,0,0,0,1
2024-01-01,Bath and North East Somerset,0,2,0,0,0,0,0,0,0,2
2024-01-01,Bexley,0,1443,25,5,0,11,80,0,0,1564
2024-01-01,Birmingham,0,7,0,0,0,0,0,0,0,7
2024-01-01,Bolton,0,1,0,0,0,0,0,0,0,1
2024-01-01,Braintree,0,2,0,0,0,0,0,0,0,2
2024-01-01,Brent,1,3049,49,22,0,10,119,1,0,3251
2024-01-01,Brentwood,0,10,0,0,0,0,0,0,0,10
2024-01-01,Brighton and Hove,0,1,0,0,0,0,1,0,0,2
2024-01-01,Bromley,1,2056,78,6,1,5,105,0,0,2252
2024-01-01,Broxbourne,0,9,0,0,0,0,0,0,0,9
2024-01-01,Buckinghamshire,0,8,0,0,0,0,0,0,0,8
2024-01-01,Calderdale,0,4,0,0,0,0,0,0,0,4
2024-01-01,Cambridge,0,2,0,0,0,0,0,0,0,2
2024-01-01,Camden,0,3241,70,11,0,12,173,0,0,3507
2024-01-01,Cardiff,0,1,0,0,0,0,0,0,0,1
2024-01-01,Castle Point,0,3,0,0,0,0,0,0,0,3
2024-01-01,Central Bedfordshire,0,2,0,0,0,0,0,0,0,2
2024-01-01,Ceredigion,0,4,0,0,0,0,0,0,0,4
2024-01-01,Chelmsford,0,1,0,0,0,0,1,0,0,2
2024-01-01,Chichester,0,1,0,0,0,0,0,0,0,1
2024-01-01,City of London,0,117,1,0,0,0,1,0,0,119
2024-01-01,Colchester,0,3,0,0,0,0,0,0,0,3
2024-01-01,Cornwall,0,2,0,0,0,0,0,0,0,2
2024-01-01,Cotswold,0,1,0,0,0,0,0,0,0,1
2024-01-01,County Durham,0,2,0,0,0,0,0,0,0,2
2024-01-01,Coventry,0,2,0,0,0,0,0,0,0,2
2024-01-01,Crawley,0,2,0,0,0,0,0,0,0,2
2024-01-01,Croydon,0,3270,99,37,0,16,165,0,0,3587
2024-01-01,Dartford,0,11,0,0,0,0,0,0,0,11
2024-01-01,Doncaster,0,1,0,0,0,0,0,0,0,1
2024-01-01,Ealing,0,3048,23,7,0,4,109,0,0,3191
2024-01-01,East Hampshire,0,2,0,0,0,0,0,0,0,2
2024-01-01,East Hertfordshire,0,2,0,0,0,0,0,0,0,2
2024-01-01,Elmbridge,0,6,0,0,0,0,0,0,0,6
2024-01-01,Enfield,0,2591,36,15,0,10,161,1,0,2814
2024-01-01,Epping Forest,0,17,2,2,0,0,2,0,0,23
2024-01-01,Epsom and Ewell,0,3,0,0,0,0,0,0,0,3
2024-01-01,Folkestone and Hythe,0,1,0,0,0,0,0,0,0,1
2024-01-01,Gloucester,0,1,0,0,0,0,0,0,0,1
2024-01-01,Gravesham,0,2,0,0,0,0,0,0,0,2
2024-01-01,Greenwich,0,2550,42,16,1,10,158,0,0,2777
2024-01-01,Guildford,0,0,0,0,0,0,2,0,0,2
2024-01-01,Gwynedd,0,1,0,0,0,0,0,0,0,1
2024-01-01,Hackney,0,2947,48,6,0,9,133,1,0,3144
2024-01-01,Hammersmith and Fulham,0,1890,37,5,0,5,93,3,0,2033
2024-01-01,Haringey,0,2769,51,10,0,9,135,0,0,2974
2024-01-01,Harlow,0,2,0,0,0,0,0,0,0,2
2024-01-01,Harrow,0,1513,35,4,0,5,78,0,0,1635
2024-01-01,Hart,0,0,0,0,0,0,1,0,0,1
2024-01-01,Hartlepool,0,1,0,0,0,0,0,0,0,1
2024-01-01,Havant,0,1,0,0,0,0,0,0,0,1
2024-01-01,Havering,1,1866,57,15,0,11,109,0,0,2059
2024-01-01,Hertsmere,0,6,0,0,0,0,0,0,0,6
2024-01-01,Hillingdon,0,2693,66,25,0,8,83,0,0,2875
2024-01-01,Hounslow,0,2255,29,10,0,6,107,0,0,2407
2024-01-01,Hyndburn,0,1,0,0,0,0,0,0,0,1
2024-01-01,Ipswich,0,2,0,0,0,0,0,0,0,2
2024-01-01,Islington,0,2514,34,14,1,13,138,0,0,2714
2024-01-01,Kensington and Chelsea,2,2062,24,5,0,4,85,0,0,2182
2024-01-01,Kingston upon Thames,0,990,31,9,0,7,55,0,0,1092
2024-01-01,Lambeth,2,3268,45,9,2,6,166,0,0,3498
2024-01-01,Leeds,0,1,0,0,0,0,0,0,0,1
2024-01-01,Leicester,0,4,0,0,0,0,0,0,0,4
2024-01-01,Lewes,0,1,0,0,0,0,0,0,0,1
2024-01-01,Lewisham,0,2567,43,13,0,5,159,0,0,2787
2024-01-01,Luton,0,6,0,0,0,0,0,0,0,6
2024-01-01,Manchester,0,2,0,0,0,0,0,0,0,2
2024-01-01,Medway,0,3,0,0,0,0,0,0,0,3
2024-01-01,Merton,0,1325,13,9,0,4,55,0,0,1406
2024-01-01,Mole Valley,0,3,0,0,0,0,0,0,0,3
2024-01-01,Newcastle,0,1,0,0,0,0,0,0,0,1
2024-01-01,Newham,2,3817,99,22,0,21,132,1,0,4094
2024-01-01,North East Derbyshire,0,1,0,0,0,0,0,0,0,1
2024-01-01,North East Lincolnshire,0,4,0,0,0,0,0,0,0,4
2024-01-01,North Hertfordshire,0,3,0,0,0,0,0,0,0,3
2024-01-01,North Northamptonshire,0,2,0,0,0,0,0,0,0,2
2024-01-01,North Warwickshire,0,1,0,0,0,0,0,0,0,1
2024-01-01,Norwich,0,1,0,0,0,0,0,0,0,1
2024-01-01,Oadby and Wigston,0,1,0,0,0,0,0,0,0,1
2024-01-01,Oldham,0,1,0,0,0,0,0,0,0,1
2024-01-01,Peterborough,0,3,0,0,0,0,0,0,0,3
2024-01-01,Portsmouth,0,1,0,0,0,0,0,0,0,1
2024-01-01,Reading,0,3,0,0,0,0,0,0,0,3
2024-01-01,Redbridge,0,2048,56,7,0,16,79,2,0,2208
2024-01-01,Redcar and Cleveland,0,1,0,0,0,0,0,0,0,1
2024-01-01,Reigate and Banstead,0,9,0,0,0,0,0,0,0,9
2024-01-01,Richmond upon Thames,0,955,11,0,0,0,49,0,0,1015
2024-01-01,Rugby,0,1,0,0,0,0,0,0,0,1
2024-01-01,Runnymede,0,4,0,0,0,0,0,0,0,4
2024-01-01,Rushmoor,0,1,0,0,0,0,0,0,0,1
2024-01-01,Rutland,0,1,0,0,0,0,0,0,0,1
2024-01-01,Sandwell,0,1,0,0,0,0,0,0,0,1
2024-01-01,Sevenoaks,0,10,0,0,0,0,1,0,0,11
2024-01-01,Sheffield,0,1,0,0,0,0,0,0,0,1
2024-01-01,Slough,0,11,0,0,0,0,2,0,0,13
2024-01-01,Somerset West and Taunton,0,1,0,0,0,0,0,0,0,1
2024-01-01,South Cambridgeshire,0,1,0,0,0,0,0,0,0,1
2024-01-01,Southampton,0,1,0,0,0,0,1,0,0,2
2024-01-01,Southend,0,1,0,0,0,0,0,0,0,1
2024-01-01,Southwark,0,3276,53,14,0,17,134,9,0,3503
2024-01-01,Spelthorne,0,15,0,0,0,0,0,0,0,15
2024-01-01,St,0,3,0,0,0,0,0,0,0,3
2024-01-01,Stevenage,0,5,0,0,0,0,0,0,0,5
2024-01-01,Stoke,0,1,0,0,0,0,0,0,0,1
2024-01-01,Sutton,0,1364,24,18,0,7,83,0,0,1496
2024-01-01,Swale,0,1,0,0,0,0,0,0,0,1
2024-01-01,Tandridge,0,8,1,0,0,0,1,0,0,10
2024-01-01,Telford and Wrekin,0,2,0,0,0,0,0,0,0,2
2024-01-01,Tendring,0,1,0,0,0,0,0,0,0,1
2024-01-01,Thanet,0,1,0,0,0,0,0,0,0,1
2024-01-01,Three Rivers,0,0,1,0,0,0,1,0,0,2
2024-01-01,Thurrock,0,14,0,0,0,0,0,0,0,14
2024-01-01,Tonbridge and Malling,0,2,0,0,0,0,0,0,0,2
2024-01-01,Torbay,0,1,0,0,0,0,0,0,0,1
2024-01-01,Tower Hamlets,0,3423,49,7,0,17,155,0,0,3651
2024-01-01,Uttlesford,0,1,0,0,0,0,0,0,0,1
2024-01-01,Waltham Forest,0,2464,54,12,0,13,101,2,0,2646
2024-01-01,Wandsworth,1,2493,43,14,4,6,107,0,0,2668
2024-01-01,Warrington,0,1,0,0,0,0,0,0,0,1
2024-01-01,Watford,0,8,0,0,0,0,0,0,0,8
2024-01-01,Waverley,0,1,0,0,0,0,0,0,0,1
2024-01-01,Wealden,0,1,0,0,0,0,0,0,0,1
2024-01-01,Welwyn Hatfield,0,1,0,0,0,0,1,0,0,2
2024-01-01,West Suffolk,0,1,0,0,0,0,0,0,0,1
2024-01-01,Westminster,0,8615,164,26,1,20,235,0,0,9061
2024-01-01,Wigan,0,1,0,0,0,0,0,0,0,1
2024-01-01,Wiltshire,0,1,0,0,0,0,0,0,0,1
2024-01-01,Winchester,0,1,0,0,0,0,0,0,0,1
2024-01-01,Windsor and Maidenhead,0,3,1,0,0,0,0,0,0,4
2024-01-01,Wirral,0,4,0,0,0,0,0,0,0,4
2024-01-01,Woking,0,3,0,0,0,0,0,0,0,3
2024-01-01,Wokingham,0,1,0,0,0,0,0,0,0,1
