Date,Borough,Outcome type_Formal action is not in the public interest,Outcome type_Investigation complete; no suspect identified,Outcome type_Local resolution,Outcome type_Offender given a caution,Outcome type_Offender given a drugs possession warning,Outcome type_Offender given penalty notice,Outcome type_Suspect charged,Outcome type_Suspect charged as part of another case,Outcome type_Unable to prosecute suspect,Total
2023-01-01,Bath and North East Somerset,0,2,0,0,0,0,0,0,0,2
2023-01-01,Bedford,0,2,0,0,0,0,0,0,0,2
2023-01-01,Bexley,0,1811,52,5,1,13,48,0,0,1930
2023-01-01,Birmingham,0,13,0,0,0,0,0,0,0,13
2023-01-01,Blackpool,0,1,0,0,0,0,0,0,0,1
2023-01-01,Boston,0,1,0,0,0,0,0,0,0,1
2023-01-01,Bracknell Forest,0,3,0,0,0,0,0,0,0,3
2023-01-01,Brent,1,5923,84,12,0,18,102,0,0,6140
2023-01-01,Brentwood,0,4,0,0,0,0,1,0,0,5
2023-01-01,Brighton and Hove,0,5,0,0,0,0,0,0,0,5
2023-01-01,Bristol,0,2,0,0,0,0,0,0,0,2
2023-01-01,Bromley,0,6469,123,14,1,8,85,0,0,6700
2023-01-01,Broxbourne,0,18,0,0,0,0,0,0,0,18
2023-01-01,Bury,0,5,0,0,0,0,0,0,0,5
2023-01-01,Caerphilly,0,1,0,0,0,0,0,0,0,1
2023-01-01,Cambridge,0,1,0,0,0,0,0,0,0,1
2023-01-01,Camden,0,7560,58,13,1,11,92,0,0,7735
2023-01-01,Canterbury,0,4,0,0,0,0,0,0,0,4
2023-01-01,Cardiff,0,2,0,0,0,0,0,0,0,2
2023-01-01,Central Bedfordshire,0,5,0,0,0,0,0,0,0,5
2023-01-01,Charnwood,0,3,0,0,0,0,0,0,0,3
2023-01-01,Chelmsford,0,1,0,0,0,0,0,0,0,1
2023-01-01,Cheshire East,0,1,0,0,0,0,0,0,0,1
2023-01-01,Cheshire West and Chester,0,3,0,0,0,0,0,0,0,3
2023-01-01,Chesterfield,0,2,0,0,0,0,0,0,0,2
2023-01-01,Chiltern,0,7,0,0,0,0,0,0,0,7
2023-01-01,City of London,0,137,0,0,0,1,0,0,0,138
2023-01-01,Colchester,0,1,0,0,0,0,0,0,0,1
2023-01-01,Cornwall,0,2,0,0,0,0,0,0,0,2
2023-01-01,County Durham,0,1,0,0,0,0,0,0,0,1
2023-01-01,Coventry,0,2,0,0,0,0,0,0,0,2
2023-01-01,Crawley,0,6,0,0,0,0,0,0,0,6
2023-01-01,Croydon,0,7007,60,27,3,24,79,0,0,7200
2023-01-01,Dacorum,0,10,0,0,0,0,0,0,0,10
2023-01-01,Dartford,0,18,0,0,0,0,0,0,0,18
2023-01-01,Denbighshire,0,1,0,0,0,0,0,0,0,1
2023-01-01,Derby,0,1,0,0,0,0,0,0,0,1
2023-01-01,Doncaster,0,6,0,0,0,0,0,0,0,6
2023-01-01,Dover,0,2,0,0,0,0,0,0,0,2
2023-01-01,Dudley,0,3,0,0,0,0,0,0,0,3
2023-01-01,Ealing,0,7323,46,9,0,13,93,0,0,7484
2023-01-01,East Hertfordshire,0,1,0,0,0,0,0,0,0,1
2023-01-01,East Northamptonshire,0,3,0,0,0,0,0,0,0,3
2023-01-01,Eastbourne,0,2,0,0,0,0,0,0,0,2
2023-01-01,Eastleigh,0,1,0,0,0,0,0,0,0,1
2023-01-01,Elmbridge,0,22,0,1,0,0,0,0,0,23
2023-01-01,Enfield,0,6377,49,14,0,16,81,0,0,6537
2023-01-01,Epping Forest,0,20,0,0,0,0,0,0,0,20
2023-01-01,Epsom and Ewell,0,29,0,0,0,0,0,0,0,29
2023-01-01,Fenland,0,1,0,0,0,0,0,0,0,1
2023-01-01,Forest Heath,0,1,0,0,0,0,0,0,0,1
2023-01-01,Gedling,0,1,0,0,0,0,0,0,0,1
2023-01-01,Gloucester,0,4,0,0,0,0,0,0,0,4
2023-01-01,Gravesham,0,0,1,0,0,0,0,0,0,1
2023-01-01,Great Yarmouth,0,1,0,0,0,0,0,0,0,1
2023-01-01,Greenwich,0,6453,77,9,0,23,84,0,0,6646
2023-01-01,Guildford,0,4,0,0,0,0,0,0,0,4
2023-01-01,Hackney,0,5749,47,18,2,6,108,0,0,5930
2023-01-01,Hambleton,0,1,0,0,0,0,0,0,0,1
2023-01-01,Hammersmith and Fulham,0,3501,37,7,0,11,75,0,0,3631
2023-01-01,Harborough,0,1,0,0,0,0,0,0,0,1
2023-01-01,Haringey,0,5203,56,4,0,32,152,0,0,5447
2023-01-01,Harlow,0,2,0,0,0,0,0,0,0,2
2023-01-01,Harrogate,0,1,0,0,0,0,0,0,0,1
2023-01-01,Harrow,0,4231,30,8,0,7,63,0,0,4339
2023-01-01,Hart,0,1,0,0,0,0,0,0,0,1
2023-01-01,Hartlepool,0,1,0,0,0,0,0,0,0,1
2023-01-01,Hastings,0,2,0,0,0,0,0,0,0,2
2023-01-01,Havant,0,1,0,0,0,0,0,0,0,1
2023-01-01,Havering,0,2990,94,17,0,17,62,0,0,3180
2023-01-01,Hertsmere,0,14,1,0,0,0,0,0,0,15
2023-01-01,Hillingdon,0,3314,90,24,0,12,92,0,0,3532
2023-01-01,Hinckley and Bosworth,0,1,0,0,0,0,0,0,0,1
2023-01-01,Horsham,0,1,0,0,0,0,0,0,0,1
2023-01-01,Hounslow,0,4941,35,8,0,13,83,0,0,5080
2023-01-01,Huntingdonshire,0,3,0,0,0,0,0,0,0,3
2023-01-01,Islington,0,3980,43,13,2,7,111,0,0,4156
2023-01-01,Kensington and Chelsea,0,2009,48,7,0,6,50,0,0,2120
2023-01-01,King,0,1,0,0,0,0,0,0,0,1
2023-01-01,Kingston upon Hull,0,2,0,0,0,0,0,0,0,2
2023-01-01,Kingston upon Thames,0,3447,81,12,0,6,34,0,0,3580
2023-01-01,Kirklees,0,2,0,0,0,0,0,0,0,2
2023-01-01,Lambeth,0,6724,52,18,1,8,121,1,0,6925
2023-01-01,Lancaster,0,1,0,0,0,0,0,0,0,1
2023-01-01,Leeds,0,3,0,0,0,0,0,0,0,3
2023-01-01,Leicester,0,4,0,0,0,0,0,0,0,4
2023-01-01,Lewes,0,1,0,0,0,0,0,0,0,1
2023-01-01,Lewisham,0,5006,45,12,1,3,86,0,0,5153
2023-01-01,Lichfield,0,1,0,0,0,0,0,0,0,1
2023-01-01,Liverpool,0,4,0,0,0,0,0,0,0,4
2023-01-01,Luton,0,14,0,0,0,0,0,0,0,14
2023-01-01,Maidstone,0,3,0,0,0,0,0,0,0,3
2023-01-01,Manchester,0,11,0,0,0,0,0,0,0,11
2023-01-01,Medway,0,5,0,0,0,0,0,0,0,5
2023-01-01,Merton,0,2769,29,7,0,5,50,0,0,2860
2023-01-01,Mid Sussex,0,1,0,0,0,0,0,0,0,1
2023-01-01,Middlesbrough,0,2,0,0,0,0,0,0,0,2
2023-01-01,Milton Keynes,0,4,0,0,0,0,0,0,0,4
2023-01-01,Mole Valley,0,3,0,0,0,0,0,0,0,3
2023-01-01,Newark and Sherwood,0,1,0,0,0,0,0,0,0,1
2023-01-01,Newcastle,0,1,0,0,0,0,0,0,0,1
2023-01-01,Newcastle upon Tyne,0,2,0,0,0,0,0,0,0,2
2023-01-01,Newham,0,6775,138,21,1,31,124,0,0,7090
2023-01-01,North Lincolnshire,0,1,0,0,0,0,0,0,0,1
2023-01-01,North Tyneside,0,4,0,0,0,0,0,0,0,4
2023-01-01,Northampton,0,3,0,0,0,0,0,0,0,3
2023-01-01,Northumberland,0,1,0,0,0,0,0,0,0,1
2023-01-01,Nottingham,0,2,0,0,0,0,0,0,0,2
2023-01-01,Oadby and Wigston,0,1,0,0,0,0,0,0,0,1
2023-01-01,Oldham,0,3,0,0,0,0,0,0,0,3
2023-01-01,Plymouth,0,1,0,0,0,0,0,0,0,1
2023-01-01,Poole,0,1,0,0,0,0,0,0,0,1
2023-01-01,Preston,0,1,0,0,0,0,1,0,0,2
2023-01-01,Reading,0,4,0,0,0,0,0,0,0,4
2023-01-01,Redbridge,0,5058,64,9,0,36,62,0,0,5229
2023-01-01,Reigate and Banstead,0,7,0,0,0,0,0,0,0,7
2023-01-01,Richmond upon Thames,0,1415,9,6,0,2,35,0,0,1467
2023-01-01,Rochford,0,2,0,0,0,0,0,0,0,2
2023-01-01,Rother,0,2,0,0,0,0,0,0,0,2
2023-01-01,Runnymede,0,5,0,0,0,0,0,0,0,5
2023-01-01,Rushmoor,0,2,0,0,0,0,0,0,0,2
2023-01-01,Sandwell,0,1,0,0,0,0,0,0,0,1
2023-01-01,Sevenoaks,0,7,0,0,0,0,0,0,0,7
2023-01-01,Sheffield,0,2,0,0,0,0,0,0,0,2
2023-01-01,Shropshire,0,2,0,0,0,0,0,0,0,2
2023-01-01,Slough,0,10,0,0,0,0,0,0,0,10
2023-01-01,South Bucks,0,7,1,0,0,0,0,0,0,8
2023-01-01,South Kesteven,0,2,0,0,0,0,0,0,0,2
2023-01-01,South Norfolk,0,3,0,0,0,0,0,0,0,3
2023-01-01,South Northamptonshire,0,1,0,0,0,0,0,0,0,1
2023-01-01,South Staffordshire,0,1,0,0,0,0,0,0,0,1
2023-01-01,Southampton,0,2,0,0,0,0,0,0,0,2
2023-01-01,Southend,0,4,0,0,0,0,0,0,0,4
2023-01-01,Southwark,0,4783,77,16,1,21,200,0,0,5098
2023-01-01,Spelthorne,0,22,0,0,0,0,0,0,0,22
2023-01-01,Stevenage,0,3,0,0,0,0,0,0,0,3
2023-01-01,Stockport,0,1,0,0,0,0,0,0,0,1
2023-01-01,Stoke,0,2,0,0,0,0,0,0,0,2
2023-01-01,Stratford,0,1,0,0,0,0,0,0,0,1
2023-01-01,Suffolk Coastal,0,2,0,0,0,0,0,0,0,2
2023-01-01,Surrey Heath,0,1,0,0,0,0,0,0,0,1
2023-01-01,Sutton,0,5328,44,11,0,7,53,0,0,5443
2023-01-01,Swale,0,1,0,0,0,0,0,0,0,1
2023-01-01,Swindon,0,1,0,0,0,0,0,0,0,1
2023-01-01,Tamworth,0,2,0,0,0,0,0,0,0,2
2023-01-01,Tandridge,0,10,0,0,0,0,1,0,0,11
2023-01-01,Teignbridge,0,1,0,0,0,0,0,0,0,1
2023-01-01,Test Valley,0,2,0,0,0,0,0,0,0,2
2023-01-01,Thanet,0,1,0,0,0,0,0,0,0,1
2023-01-01,Three Rivers,0,9,0,0,0,0,0,0,0,9
2023-01-01,Thurrock,0,9,1,0,0,0,2,0,0,12
2023-01-01,Tonbridge and Malling,0,5,0,0,0,0,0,0,0,5
2023-01-01,Torbay,0,1,0,0,0,0,0,0,0,1
2023-01-01,Tower Hamlets,0,6546,54,16,0,27,138,0,0,6781
2023-01-01,Trafford,0,3,0,0,0,0,0,0,0,3
2023-01-01,Tunbridge Wells,0,3,0,0,0,0,0,0,0,3
2023-01-01,Uttlesford,0,2,0,0,0,0,1,0,0,3
2023-01-01,Waltham Forest,0,2929,89,15,0,26,52,0,0,3111
2023-01-01,Wandsworth,1,4341,47,9,1,1,79,0,0,4479
2023-01-01,Watford,0,10,0,0,0,0,0,0,0,10
2023-01-01,Waverley,0,1,0,0,0,0,0,0,0,1
2023-01-01,Wealden,0,7,0,0,0,0,0,0,0,7
2023-01-01,Wellingborough,0,1,0,0,0,0,0,0,0,1
2023-01-01,Welwyn Hatfield,0,2,0,0,0,0,0,0,0,2
2023-01-01,West Berkshire,0,1,0,0,0,0,0,0,0,1
2023-01-01,West Oxfordshire,0,2,0,0,0,0,0,0,0,2
2023-01-01,Westminster,0,13513,195,25,0,33,215,0,0,13981
2023-01-01,Wigan,0,1,0,0,0,0,0,0,0,1
2023-01-01,Wiltshire,0,4,0,0,0,0,0,0,0,4
2023-01-01,Winchester,0,1,0,0,0,0,0,0,0,1
2023-01-01,Windsor and Maidenhead,0,2,0,0,0,0,0,0,0,2
2023-01-01,Woking,0,2,0,0,0,0,0,0,0,2
2023-01-01,Wokingham,0,0,0,0,0,0,1,0,0,1
2023-01-01,Wolverhampton,0,3,0,0,0,0,0,0,0,3
2023-01-01,Worcester,0,1,0,0,0,0,0,0,0,1
2023-01-01,Worthing,0,1,0,0,0,0,0,0,0,1
2023-01-01,Wycombe,0,5,0,0,0,0,0,0,0,5
2023-02-01,Arun,0,1,0,0,0,0,0,0,0,1
2023-02-01,Aylesbury Vale,0,3,0,0,0,0,0,0,0,3
2023-02-01,Babergh,0,1,0,0,0,0,0,0,0,1
2023-02-01,Barking and Dagenham,0,2600,90,14,0,28,62,0,0,2794
2023-02-01,Barnet,0,3236,24,6,0,8,112,2,0,3388
2023-02-01,Barrow,0,1,0,0,0,0,0,0,0,1
2023-02-01,Basildon,0,7,0,0,0,0,0,0,0,7
2023-02-01,Bath and North East Somerset,0,2,0,0,0,0,0,0,0,2
2023-02-01,Bedford,0,3,0,0,0,0,0,0,0,3
2023-02-01,Bexley,0,1108,24,18,0,4,61,1,0,1216
2023-02-01,Birmingham,0,11,0,0,0,0,0,0,0,11
2023-02-01,Blaby,0,1,0,0,0,0,0,0,0,1
2023-02-01,Blackpool,0,1,0,0,0,0,0,0,0,1
2023-02-01,Boston,0,1,0,0,0,0,0,0,0,1
2023-02-01,Bournemouth,0,1,0,0,0,0,0,0,0,1
2023-02-01,Bracknell Forest,0,2,0,0,0,0,0,0,0,2
2023-02-01,Brent,0,4272,60,10,1,10,82,0,0,4435
2023-02-01,Brentwood,0,11,0,0,0,0,0,0,0,11
2023-02-01,Brighton and Hove,0,2,0,0,0,0,0,0,0,2
2023-02-01,Bromley,0,2659,121,22,0,18,101,0,0,2921
2023-02-01,Broxbourne,0,11,0,0,0,0,0,0,0,11
2023-02-01,Broxtowe,0,1,0,0,0,0,0,0,0,1
2023-02-01,Caerphilly,0,1,0,0,0,0,0,0,0,1
2023-02-01,Cambridge,0,1,0,0,0,0,0,0,0,1
2023-02-01,Camden,0,5509,58,10,1,18,89,0,0,5685
2023-02-01,Canterbury,0,1,0,0,0,0,0,0,0,1
2023-02-01,Cardiff,0,1,0,0,0,0,0,0,0,1
2023-02-01,Castle Point,0,1,0,0,0,0,0,0,0,1
2023-02-01,Charnwood,0,1,0,0,0,0,0,0,0,1
2023-02-01,Chelmsford,0,2,0,0,0,0,1,0,0,3
2023-02-01,Cherwell,0,1,0,0,0,0,0,0,0,1
2023-02-01,Cheshire East,0,3,0,0,0,0,0,0,0,3
2023-02-01,City of London,0,120,2,1,0,0,2,0,0,125
2023-02-01,Colchester,0,1,0,0,0,0,0,0,0,1
2023-02-01,Cornwall,0,3,0,0,0,0,0,0,0,3
2023-02-01,Cotswold,0,1,0,0,0,0,0,0,0,1
2023-02-01,Coventry,0,2,0,0,0,0,0,0,0,2
2023-02-01,Crawley,0,2,0,0,0,0,0,0,0,2
2023-02-01,Croydon,0,5151,81,18,1,25,87,0,0,5363
2023-02-01,Dacorum,0,3,0,0,0,0,0,0,0,3
2023-02-01,Dartford,0,11,1,0,0,0,0,0,0,12
2023-02-01,Ealing,0,3790,51,11,0,11,95,0,0,3958
2023-02-01,East Devon,0,1,0,0,0,0,0,0,0,1
2023-02-01,East Hampshire,0,1,0,0,0,0,0,0,0,1
2023-02-01,East Hertfordshire,0,4,0,0,0,0,0,0,0,4
2023-02-01,East Riding of Yorkshire,0,1,0,0,0,0,0,0,0,1
2023-02-01,Eastbourne,0,2,0,0,0,0,3,0,0,5
2023-02-01,Eastleigh,0,1,0,0,0,0,0,0,0,1
2023-02-01,Elmbridge,0,19,0,0,0,0,1,0,0,20
2023-02-01,Enfield,0,5025,33,10,0,6,111,0,0,5185
2023-02-01,Epping Forest,0,24,1,1,0,0,0,0,0,26
2023-02-01,Epsom and Ewell,0,8,0,0,0,0,0,0,0,8
2023-02-01,Fareham,0,1,0,0,0,0,0,0,0,1
2023-02-01,Fenland,0,1,0,0,0,0,0,0,0,1
2023-02-01,Gateshead,0,1,0,0,0,0,0,0,0,1
2023-02-01,Gravesham,0,4,0,0,0,0,0,0,0,4
2023-02-01,Great Yarmouth,0,1,0,0,0,0,0,0,0,1
2023-02-01,Greenwich,0,3683,65,8,0,12,59,14,0,3841
2023-02-01,Guildford,0,1,0,0,0,0,0,0,0,1
2023-02-01,Gwynedd,0,1,0,0,0,0,0,0,0,1
2023-02-01,Hackney,0,4720,45,13,2,18,96,0,0,4894
2023-02-01,Hammersmith and Fulham,0,2345,51,14,1,6,92,0,0,2509
2023-02-01,Haringey,0,5145,52,10,1,30,101,0,0,5339
2023-02-01,Harlow,0,4,0,0,0,0,0,0,0,4
2023-02-01,Harrow,0,1600,28,4,0,4,43,0,0,1679
2023-02-01,Hastings,0,2,0,0,0,0,0,0,0,2
2023-02-01,Havering,0,3076,67,13,0,20,58,0,0,3234
2023-02-01,Herefordshire,0,1,0,0,0,0,0,0,0,1
2023-02-01,Hertsmere,0,11,0,0,0,0,0,0,0,11
2023-02-01,Hillingdon,0,3390,80,13,2,7,87,0,0,3579
2023-02-01,Hinckley and Bosworth,0,1,0,0,0,0,0,0,0,1
2023-02-01,Horsham,0,2,0,0,0,0,0,0,0,2
2023-02-01,Hounslow,0,4000,37,13,0,7,77,0,0,4134
2023-02-01,Huntingdonshire,0,1,0,0,0,0,0,0,0,1
2023-02-01,Islington,0,5375,33,11,1,9,132,0,0,5561
2023-02-01,Kensington and Chelsea,0,1628,30,7,0,6,37,1,0,1709
2023-02-01,Kingston upon Thames,0,2375,67,9,0,9,48,0,0,2508
2023-02-01,Lambeth,0,6244,37,17,1,17,105,0,0,6421
2023-02-01,Leeds,0,2,0,0,0,0,0,0,0,2
2023-02-01,Leicester,0,6,0,0,0,0,0,0,0,6
2023-02-01,Lewisham,0,4960,35,8,0,11,121,0,0,5135
2023-02-01,Lincoln,0,1,0,0,0,0,0,0,0,1
2023-02-01,Liverpool,0,1,0,0,0,0,0,0,0,1
2023-02-01,Luton,0,9,0,0,0,0,1,0,0,10
2023-02-01,Maidstone,0,4,0,0,0,0,0,0,0,4
2023-02-01,Manchester,0,1,0,0,0,0,0,0,0,1
2023-02-01,Medway,0,3,0,0,0,0,0,0,0,3
2023-02-01,Melton,0,1,0,0,0,0,0,0,0,1
2023-02-01,Mendip,0,1,0,0,0,0,0,0,0,1
2023-02-01,Merton,0,2852,43,4,0,6,44,0,0,2949
2023-02-01,Mid Sussex,0,1,0,0,0,0,0,0,0,1
2023-02-01,Mole Valley,0,3,0,0,0,0,0,0,0,3
2023-02-01,New Forest,0,1,0,0,0,0,0,0,0,1
2023-02-01,Newham,1,5044,98,13,0,33,61,0,0,5250
2023-02-01,North East Derbyshire,0,1,0,0,0,0,0,0,0,1
2023-02-01,North Hertfordshire,0,3,0,0,0,0,0,0,0,3
2023-02-01,North Kesteven,0,2,0,0,0,0,0,0,0,2
2023-02-01,North Lincolnshire,0,1,0,0,0,0,0,0,0,1
2023-02-01,North Somerset,0,1,0,0,0,0,0,0,0,1
2023-02-01,Northampton,0,1,0,0,0,0,0,0,0,1
2023-02-01,Northumberland,0,1,0,0,0,0,0,0,0,1
2023-02-01,Nottingham,0,1,0,0,0,0,0,0,0,1
2023-02-01,Oxford,0,1,0,0,0,0,0,0,0,1
2023-02-01,Portsmouth,0,2,0,0,0,0,0,0,0,2
2023-02-01,Reading,0,3,0,0,0,0,0,0,0,3
2023-02-01,Redbridge,0,2805,51,10,0,17,77,0,0,2960
2023-02-01,Reigate and Banstead,0,7,0,0,0,0,0,0,0,7
2023-02-01,Rhondda Cynon Taf,0,1,0,0,0,0,0,0,0,1
2023-02-01,Richmond upon Thames,0,1169,21,0,2,0,27,0,0,1219
2023-02-01,Rochford,0,1,0,0,0,0,0,0,0,1
2023-02-01,Rother,0,2,0,0,0,0,0,0,0,2
2023-02-01,Rotherham,0,2,0,0,0,0,0,0,0,2
2023-02-01,Runnymede,0,1,0,0,0,0,0,0,0,1
2023-02-01,Rushmoor,0,1,0,0,0,0,0,0,0,1
2023-02-01,Salford,0,1,0,0,0,0,0,0,0,1
2023-02-01,Sevenoaks,0,4,0,0,0,0,1,0,0,5
2023-02-01,Sheffield,0,3,0,0,0,0,0,0,0,3
2023-02-01,Shropshire,0,2,0,0,0,0,0,0,0,2
2023-02-01,Slough,0,6,0,0,0,0,0,0,0,6
2023-02-01,South Bucks,0,1,0,0,0,0,0,0,0,1
2023-02-01,South Cambridgeshire,0,4,0,0,0,0,0,0,0,4
2023-02-01,South Norfolk,0,1,0,0,0,0,0,0,0,1
2023-02-01,South Ribble,0,3,0,0,0,0,0,0,0,3
2023-02-01,Southampton,0,2,0,0,0,0,0,0,0,2
2023-02-01,Southwark,0,5807,66,18,1,8,136,0,0,6036
2023-02-01,Spelthorne,0,18,0,0,0,1,0,0,0,19
2023-02-01,St Albans,0,1,0,0,0,0,0,0,0,1
2023-02-01,Stevenage,0,1,0,0,0,0,0,0,0,1
2023-02-01,Stockport,0,1,0,0,0,0,0,0,0,1
2023-02-01,Stoke,0,1,0,0,0,1,0,0,0,2
2023-02-01,Sutton,1,1016,26,10,1,8,39,0,0,1101
2023-02-01,Swale,0,5,0,0,0,0,0,0,0,5
2023-02-01,Tameside,0,3,0,0,0,0,0,0,0,3
2023-02-01,Tamworth,0,2,0,0,0,0,0,0,0,2
2023-02-01,Tandridge,0,8,0,0,0,0,0,0,0,8
2023-02-01,Tendring,0,3,0,0,0,0,0,0,0,3
2023-02-01,Tewkesbury,0,2,0,0,0,0,0,0,0,2
2023-02-01,Thanet,0,2,0,0,0,0,0,0,0,2
2023-02-01,Three Rivers,0,6,0,0,0,0,1,0,0,7
2023-02-01,Thurrock,0,10,2,0,0,0,0,0,0,12
2023-02-01,Tower Hamlets,0,4592,64,13,0,24,153,0,0,4846
2023-02-01,Tunbridge Wells,0,2,0,0,0,0,0,0,0,2
2023-02-01,Uttlesford,0,2,0,0,0,0,0,0,0,2
2023-02-01,Vale of White Horse,0,1,0,0,0,0,0,0,0,1
2023-02-01,Wakefield,0,1,0,0,0,0,0,0,0,1
2023-02-01,Walsall,0,1,0,0,0,0,0,0,0,1
2023-02-01,Waltham Forest,0,2506,67,9,2,25,48,0,0,2657
2023-02-01,Wandsworth,0,4972,31,10,2,7,75,0,0,5097
2023-02-01,Watford,0,9,0,0,0,0,0,0,0,9
2023-02-01,Waverley,0,2,0,0,0,0,0,0,0,2
2023-02-01,Wealden,0,3,0,0,0,0,0,0,0,3
2023-02-01,Welwyn Hatfield,0,1,0,0,0,0,0,0,0,1
2023-02-01,West Dorset,0,1,0,0,0,0,0,0,0,1
2023-02-01,Westminster,0,9029,214,51,3,33,237,1,0,9568
2023-02-01,Wigan,0,1,0,0,0,0,0,0,0,1
2023-02-01,Winchester,0,2,0,0,0,0,0,0,0,2
2023-02-01,Windsor and Maidenhead,0,1,0,0,0,0,0,0,0,1
2023-02-01,Woking,0,6,0,0,0,0,0,0,0,6
2023-02-01,Wokingham,0,1,0,0,0,0,0,0,0,1
2023-02-01,Wolverhampton,0,3,0,0,0,0,0,0,0,3
2023-02-01,Worthing,0,1,0,0,0,0,0,0,0,1
2023-02-01,Wychavon,0,1,0,0,0,0,0,0,0,1
2023-02-01,Wycombe,0,4,0,0,0,0,0,0,0,4
2023-03-01,Arun,0,1,0,0,0,0,0,0,0,1
2023-03-01,Barking and Dagenham,0,2857,66,12,0,20,94,0,0,3049
2023-03-01,Barnet,0,4434,26,5,1,7,103,0,0,4576
2023-03-01,Basildon,0,7,0,0,0,0,0,0,0,7
2023-03-01,Bath and North East Somerset,0,1,0,0,0,0,0,0,0,1
2023-03-01,Bedford,0,3,0,0,0,0,0,0,0,3
2023-03-01,Bexley,0,1049,34,5,0,9,64,0,0,1161
2023-03-01,Birmingham,0,3,0,0,0,0,0,0,0,3
2023-03-01,Bradford,0,3,0,0,0,0,0,0,0,3
2023-03-01,Braintree,0,2,0,0,0,0,0,0,0,2
2023-03-01,Brent,0,3620,67,16,0,9,103,0,0,3815
2023-03-01,Brentwood,0,4,0,0,0,0,0,0,0,4
2023-03-01,Brighton and Hove,0,2,0,0,0,0,0,0,0,2
2023-03-01,Bristol,0,1,0,0,0,0,0,0,0,1
2023-03-01,Broadland,0,1,0,0,0,0,0,0,0,1
2023-03-01,Bromley,0,1568,104,15,0,9,81,0,0,1777
2023-03-01,Broxbourne,0,5,0,0,0,0,1,0,0,6
2023-03-01,Burnley,0,2,0,0,0,0,0,0,0,2
2023-03-01,Camden,9,4018,47,9,0,7,131,0,0,4221
2023-03-01,Cannock Chase,0,0,0,0,0,0,1,0,0,1
2023-03-01,Canterbury,0,1,0,0,0,0,0,0,0,1
2023-03-01,Castle Point,0,1,0,0,0,0,0,0,0,1
2023-03-01,Chelmsford,0,3,0,0,0,0,0,0,0,3
2023-03-01,Cheltenham,0,1,0,0,0,0,0,0,0,1
2023-03-01,City of London,0,96,1,2,0,1,1,0,0,101
2023-03-01,Colchester,0,0,0,0,0,0,1,0,0,1
2023-03-01,Crawley,0,1,0,0,0,0,0,0,0,1
2023-03-01,Croydon,0,3174,72,28,1,26,116,0,0,3417
2023-03-01,Dacorum,0,2,0,0,0,0,0,0,0,2
2023-03-01,Dartford,0,5,0,0,0,0,2,0,0,7
2023-03-01,Derby,0,1,0,0,0,0,0,0,0,1
2023-03-01,Dover,0,1,0,0,0,0,0,0,0,1
2023-03-01,Ealing,0,4065,51,16,0,13,103,0,0,4248
2023-03-01,East Hampshire,0,1,0,0,0,0,0,0,0,1
2023-03-01,East Hertfordshire,0,1,0,0,0,0,0,0,0,1
2023-03-01,Eastbourne,0,1,0,0,0,0,0,0,0,1
2023-03-01,Elmbridge,0,5,1,0,0,0,0,0,0,6
2023-03-01,Enfield,0,3029,33,10,0,17,95,0,0,3184
2023-03-01,Epping Forest,0,24,0,0,0,0,0,0,0,24
2023-03-01,Epsom and Ewell,0,10,0,0,0,1,0,0,0,11
2023-03-01,Flintshire,0,1,0,0,0,0,0,0,0,1
2023-03-01,Gedling,0,1,0,0,0,0,0,0,0,1
2023-03-01,Gravesham,0,4,1,0,0,0,0,0,0,5
2023-03-01,Greenwich,0,3139,52,7,0,11,113,0,0,3322
2023-03-01,Hackney,1,4322,57,11,1,16,112,0,0,4520
2023-03-01,Hammersmith and Fulham,0,2875,57,8,0,8,90,0,0,3038
2023-03-01,Haringey,0,3402,81,17,0,7,132,0,0,3639
2023-03-01,Harlow,0,1,0,0,0,0,1,0,0,2
2023-03-01,Harrow,0,1770,21,5,0,4,46,0,0,1846
2023-03-01,Hastings,0,1,0,0,0,0,0,0,0,1
2023-03-01,Havering,0,2038,80,9,0,15,100,0,0,2242
2023-03-01,Hertsmere,0,14,0,0,0,0,0,0,0,14
2023-03-01,Hillingdon,0,3237,71,24,0,4,99,0,0,3435
2023-03-01,Horsham,0,1,0,0,0,0,0,0,0,1
2023-03-01,Hounslow,0,4291,44,14,0,15,85,0,0,4449
2023-03-01,Huntingdonshire,0,1,0,0,0,0,0,0,0,1
2023-03-01,Ipswich,0,1,0,0,0,0,0,0,0,1
2023-03-01,Islington,10,2841,59,17,0,10,108,0,0,3045
2023-03-01,Kensington and Chelsea,0,1489,33,5,0,6,50,1,0,1584
2023-03-01,Kingston upon Thames,0,782,50,8,0,4,61,0,0,905
2023-03-01,Kirklees,0,1,0,0,0,0,0,0,0,1
2023-03-01,Lambeth,0,4340,43,10,0,8,121,0,0,4522
2023-03-01,Leeds,0,3,0,0,0,0,0,0,0,3
2023-03-01,Leicester,0,9,0,0,0,0,0,0,0,9
2023-03-01,Lewisham,0,3840,49,7,0,7,146,0,0,4049
2023-03-01,Luton,0,2,0,0,0,0,1,0,0,3
2023-03-01,Maidstone,0,1,0,0,0,0,0,0,0,1
2023-03-01,Manchester,0,2,0,0,0,0,0,0,0,2
2023-03-01,Medway,0,3,0,0,0,0,0,0,0,3
2023-03-01,Merton,0,1947,32,12,0,4,62,0,0,2057
