Date,Borough,Rank Constable,Rank PSCO
2023-08-01,Tower Hamlets,40.0,285030.0
2023-08-01,Waltham Forest,55.0,32.0
2023-08-01,Wandsworth,42.0,133348.0
2023-08-01,Westminster,26780.0,333347.0
2023-09-01,Barking And Dagenham,24540.0,328707.0
2023-09-01,Barnet,45.0,347156.0
2023-09-01,Bexley,40.0,333174.0
2023-09-01,Brent,231.0,259737.0
2023-09-01,Bromley,241.0,399828.0
2023-09-01,Camden,57.0,80962.0
2023-09-01,Croydon,339.0,235573.0
2023-09-01,Ealing,53.0,22.0
2023-09-01,Enfield,53.0,88906.0
2023-09-01,Greenwich,36562.0,280681.0
2023-09-01,Hackney,222.0,97546.0
2023-09-01,Hammersmith And Fulham,39.0,17.0
2023-09-01,Haringey,45.0,22.0
2023-09-01,Harrow,38.0,20.0
2023-09-01,Havering,224577.0,192.0
2023-09-01,Hillingdon,14978.0,369458.0
2023-09-01,Hounslow,210.0,148350.0
2023-09-01,Islington,222.0,185481.0
2023-09-01,Kensington And Chelsea,284.0,50223.0
2023-09-01,Kingston,18393.0,126215.0
2023-09-01,Lambeth,251.0,493.0
2023-09-01,Lewisham,40.0,233349.0
2023-09-01,Merton,172191.0,341854.0
2023-09-01,Newham,54.0,178422.0
2023-09-01,Redbridge,63321.0,205752.0
2023-09-01,Richmond,19800.0,72249.0
2023-09-01,Southwark,56.0,15.0
2023-09-01,Sutton,40.0,473418.0
2023-09-01,Tower Hamlets,46.0,373574.0
2023-09-01,Waltham Forest,52.0,18.0
2023-09-01,Wandsworth,44.0,133351.0
2023-09-01,Westminster,58.0,333347.0
2023-10-01,Barking And Dagenham,24542.0,328707.0
2023-10-01,Barnet,41.0,347155.0
2023-10-01,Bexley,40.0,329979.0
2023-10-01,Brent,227.0,259738.0
2023-10-01,Bromley,257.0,499830.0
2023-10-01,Camden,54.0,80962.0
2023-10-01,Croydon,358.0,435576.0
2023-10-01,Ealing,52.0,23.0
2023-10-01,Enfield,52.0,88908.0
2023-10-01,Greenwich,51.0,280679.0
2023-10-01,Hackney,221.0,97546.0
2023-10-01,Hammersmith And Fulham,39.0,19.0
2023-10-01,Haringey,46.0,25.0
2023-10-01,Harrow,37.0,20.0
2023-10-01,Havering,224579.0,204.0
2023-10-01,Hillingdon,15077.0,269460.0
2023-10-01,Hounslow,213.0,248352.0
2023-10-01,Islington,221.0,185481.0
2023-10-01,Kensington And Chelsea,285.0,50291.0
2023-10-01,Kingston,18393.0,126217.0
2023-10-01,Lambeth,251.0,494.0
2023-10-01,Lewisham,41.0,233349.0
2023-10-01,Merton,171189.0,341856.0
2023-10-01,Newham,53.0,178423.0
2023-10-01,Redbridge,215170.0,205753.0
2023-10-01,Richmond,19798.0,72247.0
2023-10-01,Southwark,53.0,17.0
2023-10-01,Sutton,44.0,473418.0
2023-10-01,Tower Hamlets,45.0,373575.0
2023-10-01,Waltham Forest,51.0,19.0
2023-10-01,Wandsworth,46.0,133427.0
2023-10-01,Westminster,54.0,333348.0
2023-11-01,Barking And Dagenham,24363.0,328708.0
2023-11-01,Barnet,47.0,447156.0
2023-11-01,Bexley,53.0,429979.0
2023-11-01,Brent,235.0,259739.0
2023-11-01,Bromley,227.0,499830.0
2023-11-01,Camden,56.0,80962.0
2023-11-01,Croydon,360.0,435577.0
2023-11-01,Ealing,220.0,25.0
2023-11-01,Enfield,54.0,88913.0
2023-11-01,Greenwich,414.0,280680.0
2023-11-01,Hackney,222.0,97546.0
2023-11-01,Hammersmith And Fulham,43.0,20.0
2023-11-01,Haringey,48.0,26.0
2023-11-01,Harrow,39.0,22.0
2023-11-01,Havering,224581.0,211.0
2023-11-01,Hillingdon,15079.0,269460.0
2023-11-01,Hounslow,214.0,248353.0
2023-11-01,Islington,225.0,185556.0
2023-11-01,Kensington And Chelsea,287.0,50227.0
2023-11-01,Kingston,18393.0,131959.0
2023-11-01,Lambeth,262.0,494.0
2023-11-01,Lewisham,41.0,233349.0
2023-11-01,Merton,271191.0,341856.0
2023-11-01,Newham,60.0,178424.0
2023-11-01,Redbridge,215171.0,205754.0
2023-11-01,Richmond,19799.0,72247.0
2023-11-01,Southwark,56.0,19.0
2023-11-01,Sutton,46.0,473418.0
2023-11-01,Tower Hamlets,49.0,451353.0
2023-11-01,Waltham Forest,54.0,19.0
2023-11-01,Wandsworth,46.0,133427.0
2023-11-01,Westminster,82.0,433350.0
2023-12-01,Barking And Dagenham,24364.0,328710.0
2023-12-01,Barnet,54.0,374937.0
2023-12-01,Bexley,56.0,429979.0
2023-12-01,Brent,237.0,259740.0
2023-12-01,Bromley,228.0,499830.0
2023-12-01,Camden,58.0,80963.0
2023-12-01,Croydon,460.0,435578.0
2023-12-01,Ealing,220.0,24.0
2023-12-01,Enfield,58.0,88916.0
2023-12-01,Greenwich,416.0,280682.0
2023-12-01,Hackney,223.0,197547.0
2023-12-01,Hammersmith And Fulham,43.0,20.0
2023-12-01,Haringey,84.0,27.0
2023-12-01,Harrow,39.0,27.0
2023-12-01,Havering,224583.0,211.0
2023-12-01,Hillingdon,15079.0,269461.0
2023-12-01,Hounslow,222.0,348353.0
2023-12-01,Islington,226.0,185558.0
2023-12-01,Kensington And Chelsea,487.0,50227.0
2023-12-01,Kingston,18392.0,131960.0
2023-12-01,Lambeth,255.0,497.0
2023-12-01,Lewisham,43.0,233350.0
2023-12-01,Merton,271191.0,341857.0
2023-12-01,Newham,60.0,178424.0
2023-12-01,Redbridge,215358.0,305754.0
2023-12-01,Richmond,19800.0,72247.0
2023-12-01,Southwark,58.0,21.0
2023-12-01,Sutton,46.0,473418.0
2023-12-01,Tower Hamlets,57.0,651354.0
2023-12-01,Waltham Forest,57.0,19.0
2023-12-01,Wandsworth,47.0,133428.0
2023-12-01,Westminster,67.0,433350.0
2024-01-01,Barking And Dagenham,24366.0,328710.0
2024-01-01,Barnet,52.0,374937.0
2024-01-01,Bexley,2041.0,429979.0
2024-01-01,Brent,239.0,259740.0
2024-01-01,Bromley,229.0,422052.0
2024-01-01,Camden,57.0,80962.0
2024-01-01,Croydon,263.0,435578.0
2024-01-01,Ealing,222.0,24.0
2024-01-01,Enfield,59.0,88915.0
2024-01-01,Greenwich,414.0,280682.0
2024-01-01,Hackney,225.0,197547.0
2024-01-01,Hammersmith And Fulham,42.0,18.0
2024-01-01,Haringey,86.0,27.0
2024-01-01,Harrow,41.0,26.0
2024-01-01,Havering,224617.0,202.0
2024-01-01,Hillingdon,18328.0,269461.0
2024-01-01,Hounslow,1927.0,348353.0
2024-01-01,Islington,228.0,185558.0
2024-01-01,Kensington And Chelsea,486.0,150226.0
2024-01-01,Kingston,18391.0,131960.0
2024-01-01,Lambeth,252.0,497.0
2024-01-01,Lewisham,42.0,233350.0
2024-01-01,Merton,2167.0,416299.0
2024-01-01,Newham,62.0,174175.0
2024-01-01,Redbridge,385.0,305754.0
2024-01-01,Richmond,205.0,72247.0
2024-01-01,Southwark,58.0,21.0
2024-01-01,Sutton,44.0,545639.0
2024-01-01,Tower Hamlets,551917.0,851353.0
2024-01-01,Waltham Forest,53.0,18.0
2024-01-01,Wandsworth,46.0,133427.0
2024-01-01,Westminster,66.0,433350.0
2024-02-01,Barking And Dagenham,24367.0,328710.0
2024-02-01,Barnet,50.0,374937.0
2024-02-01,Bexley,2511.0,329980.0
2024-02-01,Brent,240.0,259740.0
2024-02-01,Bromley,228.0,422052.0
2024-02-01,Camden,57.0,80962.0
2024-02-01,Croydon,2072.0,433356.0
2024-02-01,Ealing,223.0,24.0
2024-02-01,Enfield,61.0,88917.0
2024-02-01,Greenwich,416.0,280682.0
2024-02-01,Hackney,178035.0,197547.0
2024-02-01,Hammersmith And Fulham,44.0,18.0
2024-02-01,Haringey,102.0,26.0
2024-02-01,Harrow,42.0,26.0
2024-02-01,Havering,365025.0,348.0
2024-02-01,Hillingdon,18055.0,269462.0
2024-02-01,Hounslow,1926.0,339825.0
2024-02-01,Islington,328.0,168452.0
2024-02-01,Kensington And Chelsea,486.0,150226.0
2024-02-01,Kingston,18391.0,131960.0
2024-02-01,Lambeth,251.0,498.0
2024-02-01,Lewisham,45.0,233350.0
2024-02-01,Merton,2168.0,416299.0
2024-02-01,Newham,59.0,174175.0
2024-02-01,Redbridge,234.0,130755.0
2024-02-01,Richmond,206.0,72247.0
2024-02-01,Southwark,58.0,25.0
2024-02-01,Sutton,46.0,622332.0
2024-02-01,Tower Hamlets,452688.0,851353.0
2024-02-01,Waltham Forest,51.0,18.0
2024-02-01,Wandsworth,48.0,133426.0
2024-02-01,Westminster,79.0,433350.0
2024-03-01,Barking And Dagenham,208.0,328809.0
2024-03-01,Barnet,18336.0,374939.0
2024-03-01,Bexley,2623.0,274689.0
2024-03-01,Brent,241.0,259742.0
2024-03-01,Bromley,228.0,420782.0
2024-03-01,Camden,58.0,80964.0
2024-03-01,Croydon,2071.0,433356.0
2024-03-01,Ealing,54.0,26.0
2024-03-01,Enfield,62.0,88918.0
2024-03-01,Greenwich,417.0,269571.0
2024-03-01,Hackney,178037.0,197551.0
2024-03-01,Hammersmith And Fulham,43.0,19.0
2024-03-01,Haringey,106.0,27.0
2024-03-01,Harrow,40.0,27.0
2024-03-01,Havering,373323.0,510.0
2024-03-01,Hillingdon,18139.0,269463.0
2024-03-01,Hounslow,1931.0,339826.0
2024-03-01,Islington,330.0,268464.0
2024-03-01,Kensington And Chelsea,486.0,150238.0
2024-03-01,Kingston,18391.0,131960.0
2024-03-01,Lambeth,250.0,498.0
2024-03-01,Lewisham,48.0,233351.0
2024-03-01,Merton,2016.0,416298.0
2024-03-01,Newham,59.0,174175.0
2024-03-01,Redbridge,235.0,130658.0
2024-03-01,Richmond,207.0,72247.0
2024-03-01,Southwark,57.0,24.0
2024-03-01,Sutton,45.0,605673.0
2024-03-01,Tower Hamlets,452790.0,866302.0
2024-03-01,Waltham Forest,52.0,18.0
2024-03-01,Wandsworth,48.0,133427.0
2024-03-01,Westminster,78.0,433353.0
